order_item_id,order_id,product_id,quantity,unit_price,discount_pct
870,453,7,1,204.68,10
871,454,3,4,66.38,10
872,454,6,4,94.1,5
873,454,30,4,60.52,10
874,455,24,5,39.67,10
875,455,11,5,115.42,0
876,455,13,5,270.4,5
877,456,29,2,75.01,0
878,456,2,4,174.02,15
879,457,7,3,204.68,5
880,457,10,3,76.36,0
881,457,15,4,22.16,0
882,457,13,1,270.4,5
883,458,4,5,143.06,10
884,458,6,5,94.1,0
885,459,23,2,17.29,10
886,459,29,1,75.01,0
887,460,4,1,143.06,5
888,460,3,3,66.38,0
889,461,6,5,94.1,0
890,461,13,2,270.4,10
891,462,6,1,94.1,0
892,462,25,3,35.58,5
893,462,23,4,17.29,0
894,463,25,3,35.58,0
895,464,16,2,12.55,0
896,464,8,4,144.73,0
897,465,9,5,56.5,10
898,465,20,2,14.17,0
899,465,21,2,35.92,0
900,466,20,3,14.17,10
901,466,10,1,76.36,0
902,467,20,5,14.17,0
903,467,19,4,20.22,5
904,468,29,4,75.01,10
905,469,4,3,143.06,0
906,469,23,4,17.29,0
907,470,21,1,35.92,0
908,470,17,5,15.45,10
909,471,19,5,20.22,0
910,472,16,2,12.55,10
911,472,26,2,128.12,5
912,473,24,5,39.67,15
913,473,28,4,36.69,0
914,473,7,3,204.68,0
915,474,26,1,128.12,0
916,475,11,5,115.42,5
917,475,13,1,270.4,10
918,476,16,1,12.55,5
919,476,26,4,128.12,0
920,477,27,1,31.13,10
921,477,14,3,122.46,0
922,478,11,3,115.42,0
923,478,26,2,128.12,0
924,479,19,2,20.22,0
925,479,20,3,14.17,5
926,479,13,3,270.4,5
927,480,27,3,31.13,0
928,481,30,5,60.52,0
929,481,3,4,66.38,10
930,481,15,2,22.16,0
931,482,25,1,35.58,10
932,483,13,5,270.4,0
933,484,11,1,115.42,0
934,484,15,3,22.16,0
935,484,29,3,75.01,5
936,485,25,1,35.58,0
937,485,15,2,22.16,0
938,486,12,5,101.61,0
939,487,3,3,66.38,5
940,488,22,1,31.59,0
941,488,2,1,174.02,0
942,489,15,3,22.16,0
943,489,20,2,14.17,5
944,490,15,1,22.16,10
945,490,19,4,20.22,0
946,490,5,3,204.37,5
947,491,28,5,36.69,0
948,492,28,3,36.69,0
949,493,6,3,94.1,5
950,493,10,2,76.36,0
951,494,3,3,66.38,0
952,494,26,4,128.12,0
953,495,3,2,66.38,10
954,495,11,5,115.42,0
955,496,22,1,31.59,5
956,497,11,1,115.42,10
957,497,18,2,13.72,0
958,498,27,3,31.13,0
959,498,13,1,270.4,0
960,499,5,2,204.37,0
961,500,29,3,75.01,0
962,501,3,5,66.38,0
963,501,19,2,20.22,10
964,501,1,1,165.27,0
965,501,20,5,14.17,15
966,502,10,1,76.36,0
967,503,13,4,270.4,0
968,504,30,3,60.52,10
969,505,3,1,66.38,0
970,506,14,4,122.46,10
971,506,28,5,36.69,10
972,507,13,2,270.4,0
973,507,12,1,101.61,0
974,507,8,2,144.73,5
975,508,2,5,174.02,0
976,509,24,5,39.67,15
977,510,20,2,14.17,0
978,510,3,1,66.38,5
979,511,18,4,13.72,0
980,511,25,4,35.58,0
981,511,1,3,165.27,0
982,511,16,3,12.55,0
983,512,19,1,20.22,5
984,512,9,5,56.5,0
985,513,10,1,76.36,0
986,513,16,1,12.55,10
987,514,1,5,165.27,0
988,514,24,5,39.67,5
989,514,4,4,143.06,0
990,515,17,1,15.45,0
991,516,16,4,12.55,5
992,517,24,3,39.67,0
993,518,16,4,12.55,5
994,518,10,5,76.36,0
995,519,14,3,122.46,10
