order_id,customer_id,order_date,status
716,187,2025-06-26,Completed
717,114,2025-10-21,Completed
718,198,2025-10-18,Completed
719,134,2025-04-16,Completed
720,5,2025-05-07,Completed
721,103,2025-09-16,Completed
722,136,2025-06-09,Completed
723,84,2025-04-23,Completed
724,83,2025-05-27,Completed
725,127,2025-08-17,Completed
726,105,2025-02-01,Completed
727,151,2025-10-08,Completed
728,129,2025-04-05,Completed
729,124,2025-05-09,Completed
730,131,2025-05-06,Completed
731,72,2025-12-07,Completed
732,85,2025-01-23,Completed
733,167,2025-10-18,Completed
734,197,2025-11-01,Completed
735,191,2025-01-09,Completed
736,127,2025-12-02,Completed
737,50,2025-10-19,Completed
738,146,2025-11-17,Completed
739,178,2025-10-20,Completed
740,83,2025-07-14,Completed
741,58,2025-01-14,Completed
742,147,2025-11-24,Completed
743,161,2025-10-01,Completed
744,14,2025-11-17,Completed
745,16,2025-12-15,Completed
746,98,2025-07-20,Completed
747,99,2025-08-14,Completed
748,28,2025-02-20,Completed
749,108,2025-08-20,Completed
750,80,2025-09-17,Returned
751,95,2025-12-17,Completed
752,109,2025-06-07,Completed
753,122,2025-10-15,Completed
754,158,2025-05-11,Completed
755,178,2025-04-20,Completed
756,48,2025-11-01,Completed
757,75,2025-07-21,Completed
758,142,2025-05-07,Completed
759,62,2025-06-12,Completed
760,110,2025-12-08,Cancelled
761,72,2025-11-28,Completed
762,131,2025-07-21,Completed
763,183,2025-06-23,Completed
764,79,2025-07-13,Completed
765,160,2025-06-15,Completed
766,98,2025-01-15,Completed
767,165,2025-02-09,Cancelled
768,52,2025-06-22,Completed
769,155,2025-12-28,Completed
770,104,2025-12-27,Completed
771,59,2025-04-24,Completed
772,185,2025-11-11,Completed
773,179,2025-07-15,Completed
774,3,2025-08-22,Completed
775,104,2025-11-23,Completed
776,36,2025-03-11,Completed
777,49,2025-08-11,Completed
778,177,2025-09-01,Completed
779,75,2025-10-03,Completed
780,106,2025-07-04,Completed
781,53,2025-03-07,Completed
782,118,2025-05-01,Returned
783,64,2025-08-19,Completed
784,183,2025-11-13,Completed
785,25,2025-07-02,Completed
786,106,2025-12-18,Completed
787,200,2025-06-15,Completed
788,164,2025-10-24,Completed
789,3,2025-05-23,Cancelled
790,18,2025-02-22,Completed
791,44,2025-02-25,Completed
792,183,2025-01-22,Completed
793,184,2025-10-04,Completed
794,198,2025-07-07,Cancelled
795,108,2025-01-01,Completed
796,25,2025-11-27,Completed
797,161,2025-04-07,Cancelled
798,28,2025-06-06,Completed
799,72,2025-10-12,Completed
800,25,2025-09-21,Completed
801,171,2025-08-11,Completed
802,189,2025-07-08,Completed
803,39,2025-07-21,Completed
804,74,2025-11-08,Completed
805,171,2025-12-26,Completed
806,2,2025-02-16,Completed
807,33,2025-02-19,Completed
808,46,2025-09-10,Completed
809,124,2025-02-12,Completed
810,189,2025-07-05,Completed
811,45,2025-05-15,Completed
812,86,2025-03-16,Completed
813,151,2025-02-02,Returned
814,196,2025-07-09,Completed
815,189,2025-05-16,Completed
816,38,2025-05-20,Completed
817,151,2025-12-03,Completed
818,65,2025-10-17,Returned
819,147,2025-11-12,Completed
820,2,2025-12-27,Completed
821,168,2025-05-14,Completed
822,47,2025-08-04,Completed
823,160,2025-03-21,Completed
824,88,2025-01-08,Completed
825,11,2025-02-17,Completed
826,122,2025-11-20,Completed
827,62,2025-12-22,Completed
828,179,2025-07-27,Completed
829,72,2025-12-25,Completed
830,170,2025-04-21,Returned
831,103,2025-10-26,Completed
832,180,2025-12-24,Completed
833,128,2025-11-10,Completed
834,169,2025-10-04,Completed
835,66,2025-10-22,Completed
836,178,2025-06-08,Cancelled
837,112,2025-11-08,Completed
838,152,2025-12-24,Cancelled
839,80,2025-02-18,Completed
840,174,2025-12-05,Completed
841,76,2025-11-16,Completed
842,180,2025-01-11,Completed
843,184,2025-04-24,Cancelled
844,199,2025-04-16,Completed
845,141,2025-07-14,Completed
846,149,2025-11-02,Completed
847,75,2025-12-07,Completed
848,38,2025-07-14,Completed
849,122,2025-04-02,Completed
850,31,2025-05-16,Completed
851,167,2025-07-21,Completed
852,126,2025-10-17,Completed
853,47,2025-07-21,Completed
854,183,2025-12-26,Completed
855,138,2025-11-17,Completed
856,31,2025-04-20,Completed
857,33,2025-09-21,Completed
858,94,2025-12-06,Completed
859,134,2025-12-12,Completed
860,56,2025-12-20,Completed
861,98,2025-10-06,Completed
862,37,2025-09-03,Completed
863,145,2025-10-27,Completed
864,112,2025-07-20,Completed
865,105,2025-02-21,Completed
866,32,2025-04-24,Completed
867,142,2025-05-04,Completed
868,190,2025-10-26,Completed
869,132,2025-10-22,Completed
870,186,2025-10-12,Completed
871,47,2025-07-12,Completed
872,23,2025-12-14,Completed
873,142,2025-12-26,Completed
874,49,2025-12-24,Completed
875,190,2025-10-27,Returned
876,14,2025-07-13,Completed
877,162,2025-09-07,Cancelled
878,77,2025-06-01,Completed
879,136,2025-08-05,Completed
880,69,2025-03-15,Completed
881,2,2025-06-28,Completed
882,108,2025-11-02,Completed
883,126,2025-09-26,Completed
884,190,2025-11-13,Completed
885,112,2025-08-10,Completed
886,64,2025-10-14,Completed
887,152,2025-10-05,Completed
888,38,2025-07-20,Completed
889,131,2025-07-02,Completed
890,64,2025-06-02,Completed
891,121,2025-05-20,Completed
892,29,2025-02-01,Completed
893,71,2025-04-13,Completed
894,151,2025-12-21,Completed
895,140,2025-09-10,Completed
896,94,2025-07-23,Completed
897,129,2025-11-06,Completed
898,178,2025-04-27,Completed
899,200,2025-07-20,Completed
900,179,2025-01-26,Completed
901,69,2025-09-06,Completed
902,70,2025-11-02,Completed
903,1,2025-10-21,Completed
904,35,2025-07-20,Completed
905,191,2025-10-21,Completed
906,53,2025-09-26,Completed
907,112,2025-06-16,Completed
908,126,2025-12-06,Completed
909,176,2025-09-03,Completed
910,135,2025-03-25,Completed
911,198,2025-02-05,Cancelled
912,22,2025-04-16,Completed
913,32,2025-01-02,Completed
914,58,2025-01-14,Completed
915,176,2025-07-23,Completed
916,73,2025-06-20,Completed
917,155,2025-03-14,Completed
918,74,2025-06-04,Completed
919,39,2025-11-05,Completed
920,29,2025-09-24,Completed
921,91,2025-06-14,Completed
922,138,2025-11-13,Completed
923,53,2025-12-01,Completed
924,200,2025-11-10,Completed
925,179,2025-10-13,Completed
926,153,2025-11-01,Completed
